Gray Images
Image	Object	Volume_mm3	Min	Max	Mean	Std	
MNI.img	BasalForebrain_R	1987	63.0000	423.0000	311.6326	62.1496	
MNI.img	NucAccumbens_L	676	202.0000	347.0000	255.7396	28.1047	
MNI.img	NucAccumbens_R	848	186.0000	365.0000	251.9281	31.8064	
MNI.img	RedNc_L	383	329.0000	401.0000	367.8094	11.5602	
MNI.img	RedNc_R	404	321.0000	405.0000	369.5668	14.3044	
MNI.img	Snigra_L	389	338.0000	420.0000	383.7121	14.2884	
MNI.img	Snigra_R	359	345.0000	419.0000	386.4540	13.5670	
MNI.img	Cerebellum_R	56957	40.0000	375.0000	220.1641	44.1043	
MNI.img	Cerebellum_L	55658	36.0000	368.0000	206.8123	42.9795	
MNI.img	CP_L	2821	234.0000	467.0000	361.4910	31.6696	
MNI.img	CP_R	3178	200.0000	465.0000	366.3685	32.2899	
MNI.img	Midbrain_L	2969	219.0000	444.0000	325.6696	32.3900	
MNI.img	Midbrain_R	3061	172.0000	415.0000	322.3316	36.2197	
MNI.img	CST_L	1458	268.0000	378.0000	327.4342	15.3383	
MNI.img	CST_R	1405	284.0000	383.0000	327.0456	14.7963	
MNI.img	SCP_L	1036	174.0000	383.0000	297.0483	31.9825	
MNI.img	SCP_R	1140	182.0000	376.0000	311.5632	31.7375	
MNI.img	MCP_L	3595	185.0000	388.0000	318.2540	23.3274	
MNI.img	MCP_R	3866	143.0000	390.0000	321.9889	26.2327	
MNI.img	PCT_L	1028	275.0000	377.0000	329.3375	15.2424	
MNI.img	PCT_R	894	286.0000	382.0000	331.2025	16.1586	
MNI.img	Medulla_L	2857	0.0000e+00	382.0000	285.1257	51.7000	
MNI.img	Medulla_R	2986	0.0000e+00	389.0000	291.5985	48.0862	
MNI.img	ML_L	1635	247.0000	390.0000	314.1297	17.0778	
MNI.img	ML_R	1747	223.0000	389.0000	319.9851	19.4262	
MNI.img	Pons_L	393	240.0000	379.0000	311.4860	21.7708	
MNI.img	Pons_R	829	173.0000	391.0000	291.0121	24.4758	
MNI.img	ACR_L	12841	300.0000	434.0000	377.6244	15.9624	
MNI.img	ACR_R	15535	311.0000	446.0000	382.9990	15.6839	
MNI.img	SCR_L	19231	314.0000	423.0000	370.5792	13.3854	
MNI.img	SCR_R	17216	215.0000	435.0000	379.0721	13.3468	
MNI.img	PCR_L	7215	327.0000	418.0000	371.1867	11.6596	
MNI.img	PCR_R	6180	330.0000	429.0000	388.9948	13.0166	
MNI.img	GCC_L	3413	268.0000	463.0000	398.0653	22.9445	
MNI.img	GCC_R	3789	238.0000	474.0000	401.8406	25.6140	
MNI.img	BCC_L	4109	249.0000	450.0000	380.2706	27.7953	
MNI.img	BCC_R	4494	189.0000	464.0000	381.4798	33.8117	
MNI.img	SCC_L	7167	223.0000	467.0000	386.8217	24.1837	
MNI.img	SCC_R	7321	238.0000	486.0000	397.1145	23.8910	
MNI.img	PVWl_L	347	125.0000	387.0000	274.4179	63.5157	
MNI.img	PVWl_R	289	129.0000	402.0000	261.7266	68.0980	
MNI.img	ALIC_L	2332	276.0000	453.0000	376.6660	25.8578	
MNI.img	ALIC_R	2427	289.0000	464.0000	381.9295	27.5407	
MNI.img	PLIC_L	3817	303.0000	444.0000	367.3875	20.6495	
MNI.img	PLIC_R	3877	298.0000	438.0000	374.5293	17.5866	
MNI.img	RLIC_L	3251	291.0000	447.0000	380.4614	19.7030	
MNI.img	RLIC_R	3485	327.0000	476.0000	401.1684	22.3577	
MNI.img	EC_L	3726	219.0000	397.0000	319.8167	30.0955	
MNI.img	EC_R	3871	218.0000	432.0000	339.8104	34.5463	
MNI.img	CGC_L	4357	221.0000	432.0000	362.5088	32.5160	
MNI.img	CGC_R	4359	215.0000	434.0000	363.9179	33.2995	
MNI.img	CGH_L	1471	227.0000	418.0000	347.4018	32.0535	
MNI.img	CGH_R	1599	222.0000	435.0000	358.6817	38.2748	
MNI.img	Fx/ST_L	1454	182.0000	448.0000	348.6836	39.3597	
MNI.img	Fx/ST_R	1627	68.0000	460.0000	353.3516	51.0774	
MNI.img	Fx_L	967	43.0000	467.0000	281.3847	68.4356	
MNI.img	Fx_R	997	101.0000	412.0000	274.4614	58.3541	
MNI.img	IFO_L	1827	218.0000	410.0000	317.8993	31.6743	
MNI.img	IFO_R	1994	224.0000	445.0000	316.7402	34.7511	
MNI.img	PTR_L	9786	254.0000	445.0000	372.3068	20.6631	
MNI.img	PTR_R	6353	275.0000	465.0000	401.1428	23.1914	
MNI.img	SS_L	3710	234.0000	424.0000	362.5199	25.3638	
MNI.img	SS_R	4783	254.0000	476.0000	398.0015	26.8723	
MNI.img	SFO_L	441	305.0000	443.0000	387.8594	29.7085	
MNI.img	SFO_R	254	284.0000	443.0000	369.0039	33.2339	
MNI.img	SLF_L	8715	288.0000	414.0000	364.1380	14.0514	
MNI.img	SLF_R	9812	317.0000	448.0000	385.0764	14.3786	
MNI.img	Cl_L	401	162.0000	324.0000	234.9651	29.6822	
MNI.img	Cl_R	580	135.0000	339.0000	240.8379	34.0689	
MNI.img	Mammillary_R	127	105.0000	344.0000	249.7795	45.7031	
MNI.img	Mammillary_L	161	111.0000	392.0000	271.2733	48.3123	
MNI.img	LV_Frontal_L	6657	14.0000	361.0000	104.1024	65.8263	
MNI.img	LV_body_L	2744	16.0000	296.0000	95.5977	57.5185	
MNI.img	LV_atrium_L	1994	15.0000	333.0000	88.7367	64.1699	
MNI.img	LV_Occipital_L	228	34.0000	338.0000	179.6316	72.4766	
MNI.img	LV_Inferior_L	1622	27.0000	341.0000	154.7010	55.5406	
MNI.img	LV_Frontal_R	7381	14.0000	419.0000	93.7842	73.6501	
MNI.img	LV_body_R	3388	10.0000	309.0000	81.7612	54.3827	
MNI.img	LV_atrium_R	2457	15.0000	315.0000	85.5088	62.4007	
MNI.img	LV_Occipital_R	271	58.0000	398.0000	249.2768	69.0283	
MNI.img	LV_Inferior_R	1546	37.0000	382.0000	162.3448	64.6108	
MNI.img	III_and_IV_ventricle	7018	17.0000	368.0000	129.0663	70.8504	
MNI.img	PVWa_L	1276	128.0000	430.0000	313.3315	52.3498	
MNI.img	PVWa_R	1122	114.0000	438.0000	301.4349	67.2052	
MNI.img	PVWp_L	630	128.0000	409.0000	270.1000	52.1427	
MNI.img	PVWp_R	770	123.0000	426.0000	269.9481	56.4043	
MNI.img	L_L	5027	202.0000	412.0000	329.5258	40.0112	
MNI.img	L_R	4482	214.0000	454.0000	348.3137	43.8406	
MNI.img	CerebellumWM_R	13280	213.0000	437.0000	339.7819	25.9657	
MNI.img	CerebellumWM_L	13049	210.0000	391.0000	323.9519	23.9555	
MNI.img	FrontSul_L	22708	15.0000	210.0000	100.4390	35.3676	
MNI.img	FrontSul_R	18729	16.0000	216.0000	103.9497	36.3730	
MNI.img	CentralSul_L	3631	0.0000e+00	223.0000	92.6414	40.9556	
MNI.img	CentralSul_R	3626	0.0000e+00	229.0000	88.6961	44.0810	
MNI.img	SylAntInsularSul_L	4799	13.0000	198.0000	100.9946	36.2703	
MNI.img	SylAntInsularSul_R	5258	14.0000	222.0000	107.4327	42.0306	
MNI.img	SylPostInsularSul_L	5920	20.0000	244.0000	103.5372	38.6463	
MNI.img	SylPostInsularSul_R	5642	15.0000	235.0000	109.3323	43.9888	
MNI.img	SylExtSMG_L	550	26.0000	176.0000	109.8564	31.2180	
MNI.img	SylExtSMG_R	588	17.0000	211.0000	98.8759	42.1716	
MNI.img	ParietSul_L	13158	0.0000e+00	238.0000	95.8119	39.4117	
MNI.img	ParietSul_R	12353	12.0000	217.0000	95.8081	39.9260	
MNI.img	CinguSul_L	6278	17.0000	195.0000	109.7440	37.1006	
MNI.img	CinguSul_R	7097	15.0000	209.0000	107.8995	34.2088	
MNI.img	OcciptSul_L	4592	21.0000	228.0000	106.9397	33.6151	
MNI.img	OcciptSul_R	3791	0.0000e+00	217.0000	109.8288	34.4766	
MNI.img	TempSul_L	3811	0.0000e+00	183.0000	111.7415	27.0326	
MNI.img	TempSul_R	2587	25.0000	210.0000	113.5041	33.6176	
MNI.img	Caudate_tail_L	484	133.0000	381.0000	244.8574	44.5382	
MNI.img	Caudate_tail_R	557	128.0000	431.0000	274.6427	50.8807	
MNI.img	Chroid_LVetc_L	239	157.0000	311.0000	242.7238	34.2417	
MNI.img	Chroid_LVetc_R	224	133.0000	312.0000	227.9018	32.9385	

